"","Age","Attrition","DistanceFromHome","Gender","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","work_duration","Leaves","PerformanceRating","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch & Development","DepartmentSales","Education2","Education3","Education4","Education5","EducationFieldLife Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical Degree","JobRoleHuman Resources","JobRoleLaboratory Technician","JobRoleManager","JobRoleManufacturing Director","JobRoleResearch Director","JobRoleResearch Scientist","JobRoleSales Executive","JobRoleSales Representative","MaritalStatusMarried","MaritalStatusSingle","EnvironmentSatisfaction2","EnvironmentSatisfaction3","EnvironmentSatisfaction4","EnvironmentSatisfactionunknown","JobSatisfaction2","JobSatisfaction3","JobSatisfaction4","JobSatisfactionunknown","WorkLifeBalance2","WorkLifeBalance3","WorkLifeBalance4","WorkLifeBalanceunknown","JobInvolvement2","JobInvolvement3","JobInvolvement4","JobLevel2","JobLevel3","JobLevel4","JobLevel5"
"1",1.54119414858983,0,-0.393893516973642,0,1.40497660129092,-0.678234113903696,-1.15042364586823,-0.931908712680669,-1.32095129025596,2.48311441367798,-0.980902923582264,-0.679068679063656,-1.15580364443871,-0.223901990829921,0.774977720591869,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"2",-0.648594560502623,1,0.0996274461213965,0,-0.491605254199547,-1.07841229102693,2.12906457538509,0.241960873986498,-0.678461277832055,0.155689426574922,-0.327856140219072,-0.368673480611052,-0.0345158323120617,-0.0012286585981042,0.0482043558262885,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3",-0.539105125048,0,0.963289131537714,1,2.72474432687698,-0.678234113903696,-0.0572609054504545,2.58970004732083,-0.806959280316837,-0.620118902459433,-0.327856140219072,-0.679068679063656,-0.314837785343723,-0.520799767139011,-1.04195569132208,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4",0.117831487679737,0,-0.887414480068681,1,0.386256986966198,0.122122240342778,-1.15042364586823,2.58970004732083,0.221024739561417,1.70730608464363,0.161928947303322,1.49369771010457,0.245806120719599,-0.372350878984466,0.229897697017684,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"5",-0.539105125048,0,0.0996274461213965,1,-0.884008826182396,0.522300417466015,-0.877132960763784,1.41583046065366,-0.29296727037771,-0.620118902459433,-0.164594444378274,-0.679068679063656,-0.0345158323120617,0.221444673633713,-1.58703571489627,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"6",0.99374697131672,0,-0.147133035426123,0,-0.516674892258007,0.122122240342778,-0.603842275659341,-0.931908712680669,2.14849477683314,1.70730608464363,-0.00133274853747592,1.49369771010457,0.806450026782921,2.44817799595189,-0.133488985365107,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"7",-0.977062866866492,1,0.223007686895156,1,-0.146579049055992,-0.278055936780459,1.30919252007176,0.241960873986498,-0.806959280316837,-0.620118902459433,-1.14416461942306,-0.679068679063656,-1.15580364443871,-0.595024211216283,0.774977720591869,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"8",-0.867573431411869,0,1.08666937231147,1,-0.71383272376861,-0.278055936780459,1.85577389028065,2.58970004732083,-0.164469267892928,-0.620118902459433,-1.14416461942306,-0.679068679063656,-1.15580364443871,-0.743473099370829,-1.22364903251348,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"9",-0.648594560502623,0,-1.01079472084244,1,-0.947320285007999,-1.07841229102693,1.5824832051762,-0.931908712680669,-0.164469267892928,-0.620118902459433,0.32519064314412,1.49369771010457,1.08677197981458,-0.372350878984466,1.13836440297466,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"10",-1.30553117323036,0,-0.270513276199883,0,1.4789107881074,-0.678234113903696,-0.603842275659341,0.241960873986498,-0.678461277832055,-0.620118902459433,-0.164594444378274,-0.368673480611052,0.245806120719599,-0.446575323061739,0.411591038209079,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
